inv_id,acct_id,inv_total,inv_items,acct_age,number_of_inv120,cum_tot_inv_acct,is_late
5315,104,192150.47,6,1462,33,40,0
5316,104,206461.50,5,1507,35,50,0
5317,104,167353.27,7,1596,23,66,0
5318,104,30694.32,2,1508,35,51,0
5319,104,175291.43,8,1450,30,35,0
5320,104,129252.76,6,1502,34,48,0
5321,104,50102.53,4,1419,27,27,0
5322,104,67706.17,3,1622,22,70,0
5323,104,146951.62,5,1416,24,24,0
5324,104,166679.49,5,1368,12,12,0
5325,104,91553.07,6,1385,14,14,0
5326,104,167265.14,4,1308,1,1,0
5327,104,144023.67,6,1497,34,47,0
5328,104,252011.79,9,1333,6,6,0
5329,104,167565.99,8,1424,28,28,0
5330,104,225783.27,7,1645,22,76,0
5331,104,314214.32,7,1458,32,39,0
5332,104,252077.65,9,1540,30,58,0
5333,104,111938.23,7,1543,31,59,0
5334,104,218852.68,9,1426,29,29,0
5335,104,95488.90,6,1471,32,42,0
5336,104,125537.52,6,1496,33,46,0
5337,104,147906.85,7,1664,17,77,0
5338,104,79398.65,4,1412,22,22,0
5339,104,188987.99,6,1342,7,7,0
5340,104,199795.81,9,1570,27,62,0
5341,104,21335.30,2,1515,34,52,0
5342,104,47368.40,2,1451,30,36,0
5343,104,201344.39,6,1480,33,43,0
5344,104,122685.75,8,1366,10,10,0
5345,104,64868.21,4,1346,8,8,0
5346,104,157056.38,3,1539,30,57,0
5347,104,336446.79,9,1366,10,10,0
5348,104,232841.16,9,1426,29,29,0
5349,104,118598.22,9,1379,13,13,0
5350,104,308725.59,6,1417,25,25,0
5351,104,102223.79,8,1412,22,22,0
5352,105,91421.10,5,612,15,15,0
5353,105,170093.72,8,625,20,20,1
5354,105,249982.43,9,715,24,35,1
5355,105,45588.46,3,590,9,9,0
5356,105,193487.76,9,690,24,27,1
5357,105,73626.59,6,623,19,19,0
5358,105,268091.91,9,632,22,22,1
5359,105,209309.35,5,778,16,41,1
5360,105,172345.62,4,716,25,36,0
5361,105,110659.22,6,574,5,5,1
5362,105,326794.02,8,716,25,36,0
5363,105,222591.51,4,700,24,32,0
5364,105,22884.31,3,832,13,48,0
5365,105,147897.04,6,749,17,39,0
5366,105,27601.52,4,577,6,6,0
5367,105,60041.21,3,787,19,44,0
5368,105,139718.55,8,605,12,12,1
5369,105,113082.25,5,580,8,8,1
5370,105,68235.02,2,869,14,53,0
5371,105,157373.54,6,802,19,46,1
5372,105,146775.44,4,677,24,26,0
5373,105,258484.96,8,593,10,10,0
5374,105,97615.27,4,651,24,24,0
5375,105,81760.83,4,558,2,2,0
5376,105,170815.63,9,626,21,21,1
5377,105,154694.19,6,840,11,50,1
5378,105,147330.52,4,696,23,29,0
5379,105,327242.04,9,766,16,40,1
5380,105,138844.41,9,553,1,1,1
5381,105,266191.41,8,831,13,47,1
5382,105,162501.08,4,577,6,6,0
5383,105,223202.52,7,573,4,4,0
5384,105,83282.55,3,841,12,51,0
5385,105,147488.08,2,690,24,27,0
5386,105,81206.23,7,837,11,49,0
5387,105,76376.63,3,570,3,3,0
5388,105,115953.70,7,711,24,34,1
5389,105,105474.55,8,851,13,52,1
5390,105,254985.04,8,719,27,38,1
5391,105,146260.97,9,786,18,43,1
5392,105,127479.09,9,540,0,0,1
5393,105,231281.34,9,620,18,18,1
5394,105,250820.61,8,614,16,16,1
5395,105,326471.60,8,875,14,54,1
5396,105,141158.00,5,703,24,33,0
5397,105,139117.66,5,642,23,23,1
5398,105,139764.11,8,780,17,42,1
5399,105,190102.89,7,801,18,45,0
5400,105,123114.86,5,601,11,11,0
5401,105,173862.71,9,618,17,17,1
5402,105,88222.92,4,607,13,13,0
5403,105,241677.57,8,667,24,25,1
5404,105,123128.31,5,607,13,13,0
5405,105,129185.53,4,698,23,31,0
5406,105,77452.72,2,696,23,29,0
5407,105,7644.63,2,877,15,55,0
5408,106,130276.13,4,1488,13,13,0
5409,106,93658.49,5,1691,12,37,0
5410,106,244772.32,8,1397,3,3,1
5411,106,276021.21,7,1380,2,2,1
5412,106,346121.14,9,1530,13,18,1
5413,106,213807.89,7,1519,12,16,0
5414,106,129954.60,7,1620,16,32,1
5415,106,176989.92,6,1690,11,36,0
5416,106,52156.58,2,1497,13,15,0
5417,106,232482.82,8,1542,14,21,1
5418,106,18622.62,2,1538,14,19,0
5419,106,143416.40,3,1425,7,7,0
5420,106,102868.67,5,1540,13,20,0
5421,106,73593.19,5,1569,14,24,0
5422,106,182260.08,5,1418,5,5,0
5423,106,130024.72,2,1629,18,34,0
5424,106,342214.75,8,1720,12,42,1
5425,106,259912.36,7,1597,18,29,0
5426,106,136469.72,6,1577,15,26,1
5427,106,73579.97,3,1642,18,35,0
5428,106,88507.74,7,1561,12,22,0
5429,106,104320.24,7,1434,9,9,0
5430,106,69572.07,2,1369,0,0,0
5431,106,118982.57,8,1454,10,10,0
5432,106,32620.63,3,1623,17,33,0
5433,106,44580.78,2,1427,8,8,0
5434,106,161852.06,4,1563,13,23,0
5435,106,135854.86,5,1618,15,31,0
5436,106,36022.05,4,1376,1,1,0
5437,106,169673.53,8,1707,14,41,1
5438,106,78792.34,3,1600,18,30,0
5439,106,104539.31,5,1494,13,14,0
5440,106,256473.73,6,1571,15,25,0
5441,106,243111.91,8,1706,13,40,1
5442,106,131797.03,7,1418,5,5,1
5443,106,190996.29,7,1697,13,39,1
5444,106,70485.03,2,1478,11,11,0
5445,106,177561.53,8,1694,12,38,0
5446,106,59900.90,3,1399,4,4,0
5447,106,97543.09,5,1591,17,28,0
5448,106,191430.81,7,1590,16,27,0
5449,106,182490.32,6,1485,12,12,0
5450,106,103369.38,7,1529,12,17,0
5451,107,170606.30,6,1114,0,0,1
5452,107,27592.12,4,1359,2,6,0
5453,107,160551.57,2,1221,2,2,0
5454,107,173165.85,6,1349,2,5,1
5455,107,146292.00,5,1387,3,7,0
5456,107,241494.29,5,1296,2,4,0
5457,107,117727.63,5,1122,1,1,0
5458,107,159234.40,7,1234,3,3,0
5459,108,184365.89,5,982,13,18,1
5460,108,305111.68,9,789,1,1,1
5461,108,147535.62,5,928,10,13,1
5462,108,77918.66,4,911,9,11,0
5463,108,125651.20,9,1000,15,21,1
5464,108,186012.23,7,986,14,19,1
5465,108,82435.30,6,884,6,7,1
5466,108,268495.04,6,692,0,0,1
5467,108,66243.17,2,878,4,5,0
5468,108,216705.08,8,920,10,12,1
5469,108,39323.40,2,897,7,8,0
5470,108,28754.55,2,901,9,10,0
5471,108,74106.79,6,1020,13,23,1
5472,108,118001.63,3,882,5,6,1
5473,108,272732.58,8,972,12,17,1
5474,108,211275.73,9,1005,14,22,1
5475,108,54171.93,2,824,3,4,1
5476,108,123950.20,3,1020,13,23,0
5477,108,71847.44,2,898,8,9,1
5478,108,148547.14,7,969,10,15,1
5479,108,82189.86,6,812,3,3,1
5480,108,28993.66,2,929,11,14,0
5481,108,32373.92,2,996,15,20,0
5482,108,74921.91,3,970,11,16,0
5483,108,308786.16,9,804,2,2,1
5484,109,111472.62,6,1529,26,56,0
5485,109,107428.82,8,1442,24,37,0
5486,109,92466.96,2,1346,18,18,0
5487,109,112541.22,4,1497,26,48,0
5488,109,104089.90,2,1489,23,45,0
5489,109,198894.15,7,1487,22,44,0
5490,109,41893.43,2,1343,17,17,0
5491,109,54253.68,3,1355,20,20,0
5492,109,174067.78,5,1592,31,75,0
5493,109,152111.53,7,1415,20,30,0
5494,109,93411.60,8,1330,15,15,0
5495,109,161308.43,4,1529,26,56,0
5496,109,131125.40,6,1252,4,4,0
5497,109,86017.31,8,1287,7,7,0
5498,109,202245.36,6,1392,20,26,0
5499,109,65357.83,5,1493,24,46,0
5500,109,137641.69,8,1582,31,72,1
5501,109,60963.46,4,1552,27,63,0
5502,109,122071.94,4,1243,2,2,0
5503,109,142909.98,5,1431,22,34,0
5504,109,36580.73,2,1393,21,27,0
5505,109,43348.30,4,1590,31,74,0
5506,109,187999.42,8,1271,5,5,0
5507,109,260119.16,9,1511,27,52,0
5508,109,27315.06,3,1531,28,58,0
5509,109,42646.56,3,1321,12,12,0
5510,109,41516.31,3,1298,10,10,0
5511,109,172995.54,5,1528,25,55,0
5512,109,268663.86,7,1531,28,58,0
5513,109,123466.02,4,1452,23,39,0
5514,109,361909.24,9,1324,14,14,0
5515,109,148659.53,7,1435,24,36,0
5516,109,119395.08,2,1240,1,1,0
5517,109,198194.71,9,1581,29,70,0
5518,109,79122.94,6,1581,29,70,0
5519,109,48760.41,2,1562,28,65,0
5520,109,109469.28,7,1553,28,64,0
5521,109,9367.44,2,1431,22,34,0
5522,109,144367.98,7,1362,19,21,0
5523,109,297513.18,7,1385,19,24,0
5524,109,179938.16,8,1405,22,29,0
5525,109,192330.62,7,1379,18,23,0
5526,109,200094.52,8,1566,27,66,0
5527,109,244129.75,6,1338,16,16,0
5528,109,133448.76,5,1247,3,3,0
5529,109,78985.48,4,1471,24,43,0
5530,109,126826.08,7,1378,17,22,0
5531,109,254408.66,8,1578,28,69,0
5532,109,232407.20,8,1352,19,19,1
5533,109,212928.48,9,1453,24,40,0
5534,109,295898.66,8,1236,0,0,0
5535,109,244927.29,9,1462,24,41,1
5536,109,194500.00,7,1322,13,13,0
5537,109,100770.55,4,1303,11,11,0
5538,109,267051.42,8,1277,6,6,0
5539,109,176854.29,5,1502,26,50,0
5540,109,25871.68,2,1526,24,54,0
5541,109,40196.04,2,1501,25,49,0
5542,109,257144.63,6,1429,21,33,0
5543,109,61065.52,5,1567,29,68,0
5544,109,326889.55,7,1416,21,31,0
5545,109,42103.63,4,1496,25,47,0
5546,109,27635.38,2,1445,23,38,0
5547,109,188313.12,5,1566,27,66,0
5548,109,156144.74,5,1391,20,25,0
5549,109,52050.22,2,1532,30,60,0
5550,109,156402.58,6,1512,27,53,0
5551,109,252320.94,7,1599,33,77,0
5552,109,173362.70,7,1545,29,62,0
5553,109,154587.63,7,1292,9,9,0
5554,109,152207.86,9,1597,32,76,0
5555,109,321784.50,7,1291,8,8,0
5556,109,287308.73,7,1533,31,61,1
5557,109,50024.12,3,1395,22,28,0
5558,109,175319.05,7,1464,24,42,0
5559,109,254127.80,9,1507,26,51,1
5560,109,87975.63,6,1421,21,32,0
5561,109,116001.96,9,1584,31,73,1
5562,110,92447.63,8,979,10,20,0
5563,110,205385.97,7,1051,16,32,0
5564,110,270608.00,7,738,2,2,0
5565,110,74675.84,3,1035,13,28,0
5566,110,211043.52,9,926,9,15,0
5567,110,199972.01,6,894,8,11,0
5568,110,192643.62,6,1067,18,34,0
5569,110,105041.33,3,843,8,8,0
5570,110,165463.13,8,979,10,20,0
5571,110,89942.60,6,1049,14,30,0
5572,110,55295.02,3,896,9,12,0
5573,110,196013.14,8,1026,13,27,1
5574,110,89756.57,7,778,3,3,0
5575,110,65614.77,7,852,8,9,0
5576,110,307504.42,9,902,9,13,1
5577,110,66860.14,2,976,9,19,0
5578,110,109462.20,2,1021,13,26,0
5579,110,26083.11,3,907,9,14,0
5580,110,82639.38,5,1066,17,33,0
5581,110,226305.65,8,788,5,5,1
5582,110,47717.06,4,1007,14,25,0
5583,110,241209.41,6,736,1,1,0
5584,110,85697.87,4,1050,15,31,0
5585,110,78272.50,3,836,6,6,0
5586,110,127381.24,8,1036,14,29,0
5587,110,36999.05,3,979,10,20,0
5588,110,111958.22,3,951,11,17,0
5589,110,261806.80,9,784,4,4,0
5590,110,144685.82,6,837,7,7,0
5591,110,112952.03,4,983,13,23,0
5592,110,130173.21,6,729,0,0,0
5593,110,180788.05,6,947,10,16,0
5594,110,275857.36,9,968,9,18,1
5595,110,305876.05,9,878,7,10,1
5596,110,123491.86,2,990,14,24,0
5597,111,70147.72,2,980,9,12,0
5598,111,182950.29,6,1032,11,20,1
5599,111,156289.92,2,851,2,2,0
5600,111,120030.25,5,908,6,6,1
5601,111,108124.53,7,1025,12,18,1
5602,111,318893.55,9,883,3,3,1
5603,111,149946.66,4,908,6,6,1
5604,111,229480.16,8,813,0,0,1
5605,111,58554.52,3,1074,13,24,1
5606,111,75526.98,3,1111,13,27,0
5607,111,44337.70,2,1033,11,21,0
5608,111,244703.41,5,887,4,4,1
5609,111,176436.69,4,1118,12,28,1
5610,111,301986.28,7,1079,14,25,1
5611,111,41134.33,4,912,9,9,0
5612,111,168698.21,8,1110,12,26,1
5613,111,118459.45,4,1020,11,17,1
5614,111,91378.09,4,897,5,5,1
5615,111,121697.92,5,988,10,13,1
5616,111,137070.09,5,1056,11,22,1
5617,111,38120.63,2,997,12,15,0
5618,111,114388.73,3,1014,11,16,1
5619,111,213780.77,9,994,11,14,1
5620,111,256916.02,8,1072,12,23,1
5621,111,178240.33,9,978,8,11,1
5622,111,74271.39,3,919,10,10,0
5623,111,86823.64,7,1126,13,29,1
5624,111,85950.37,5,1029,11,19,1
5625,111,46317.32,3,909,8,8,0
5626,111,103550.29,5,826,1,1,1
5627,112,28774.84,2,990,10,11,1
5628,112,224134.56,6,890,3,3,1
5629,112,54547.37,3,884,2,2,0
5630,112,215315.22,7,1218,7,24,1
5631,112,75220.23,3,920,6,6,0
5632,112,80647.61,3,1147,7,19,0
5633,112,32722.55,2,1157,8,20,1
5634,112,145380.52,6,1181,9,21,0
5635,112,170204.65,7,1128,6,18,1
5636,112,76534.72,5,1076,3,13,1
5637,112,110372.41,7,894,4,4,1
5638,112,191810.56,7,870,1,1,1
5639,112,137048.80,8,918,5,5,1
5640,112,158946.34,6,869,0,0,1
5641,112,170593.92,8,1222,9,26,1
5642,112,223184.70,8,1076,3,13,1
5643,112,109374.97,4,1217,6,23,1
5644,112,233724.98,8,1124,5,17,1
5645,112,166950.16,6,1084,6,16,1
5646,112,212106.14,8,1082,5,15,1
5647,112,216896.07,7,939,8,8,1
5648,112,206154.47,7,1188,9,22,1
5649,112,233851.23,8,928,7,7,1
5650,112,197756.76,8,946,9,9,1
5651,112,208402.64,9,971,10,10,1
5652,112,43461.89,2,1062,3,12,0
5653,112,71909.25,6,1220,8,25,1
5654,113,324821.89,8,1016,11,45,1
5655,113,141592.85,6,751,8,8,1
5656,113,250869.59,5,816,19,19,0
5657,113,251228.35,7,821,19,20,1
5658,113,56524.14,3,982,13,42,0
5659,113,132265.58,9,876,22,32,1
5660,113,61551.35,4,822,20,21,0
5661,113,98615.09,6,719,4,4,0
5662,113,282014.95,7,789,14,14,1
5663,113,90816.52,5,924,16,35,0
5664,113,123713.34,6,874,20,30,1
5665,113,129124.95,6,857,20,27,1
5666,113,227415.31,5,830,21,24,0
5667,113,237095.42,6,751,8,8,1
5668,113,185204.76,5,825,20,22,0
5669,113,103749.12,5,801,18,18,1
5670,113,95321.62,3,794,16,16,0
5671,113,65693.37,4,778,13,13,0
5672,113,188350.50,9,838,21,25,1
5673,113,244753.62,6,703,1,1,0
5674,113,232915.59,6,763,11,11,1
5675,113,201806.42,9,717,3,3,1
5676,113,135891.21,5,730,6,6,0
5677,113,147142.73,6,936,19,38,1
5678,113,181819.81,8,764,12,12,1
5679,113,48808.68,2,698,0,0,0
5680,113,111465.46,6,999,11,44,1
5681,113,273367.60,9,940,19,39,1
5682,113,284405.74,8,932,17,36,1
5683,113,158041.97,8,720,5,5,1
5684,113,131124.30,8,941,20,40,1
5685,113,33279.94,4,759,10,10,1
5686,113,301529.32,8,946,18,41,1
5687,113,291987.35,9,792,15,15,1
5688,113,137210.19,5,849,20,26,1
5689,113,79041.18,4,740,7,7,0
5690,113,138786.65,5,708,2,2,1
5691,113,28052.60,2,881,22,33,0
5692,113,169073.43,7,875,21,31,1
5693,113,125440.75,5,829,20,23,0
5694,113,177868.79,6,1025,12,46,0
5695,113,207765.67,8,994,13,43,1
5696,113,105678.24,2,860,21,28,0
5697,113,310460.46,9,865,21,29,1
5698,113,191367.49,8,932,17,36,1
5699,113,195271.29,9,906,20,34,1
5700,113,148143.71,8,799,17,17,1
5701,114,171674.72,4,1403,12,12,0
5702,114,243861.21,7,1628,10,30,0
5703,114,24912.60,3,1626,10,29,0
5704,114,99126.76,6,1457,8,15,0
5705,114,332039.92,9,1284,0,0,0
5706,114,183737.13,7,1637,12,33,0
5707,114,28491.15,2,1636,11,32,0
5708,114,88256.07,8,1562,7,22,0
5709,114,99937.12,3,1321,4,4,0
5710,114,191074.85,7,1507,7,19,0
5711,114,168956.00,5,1615,9,28,0
5712,114,65004.41,4,1635,10,31,0
5713,114,61935.88,2,1345,8,8,0
5714,114,29783.62,4,1437,11,14,0
5715,114,60253.22,4,1292,2,2,0
5716,114,57141.34,6,1574,11,26,0
5717,114,186314.39,6,1360,9,9,0
5718,114,119502.31,5,1404,13,13,0
5719,114,100226.15,6,1335,6,6,0
5720,114,147009.30,9,1489,8,18,1
5721,114,209004.25,9,1524,8,21,0
5722,114,125999.03,3,1509,8,20,0
5723,114,57606.29,3,1344,7,7,0
5724,114,149630.09,4,1571,9,24,0
5725,114,57095.55,6,1319,3,3,0
5726,114,119635.58,5,1375,10,10,0
5727,114,162836.05,8,1567,8,23,0
5728,114,133485.09,8,1291,1,1,0
5729,114,95101.41,7,1479,8,17,0
5730,114,106130.74,4,1378,11,11,0
5731,114,115114.26,4,1571,9,24,0
5732,114,306707.22,9,1330,5,5,0
5733,114,53429.02,4,1466,7,16,0
5734,114,109794.44,6,1595,10,27,0
5735,115,64830.96,5,459,10,10,0
5736,115,56589.74,3,564,31,38,0
5737,115,209300.80,9,761,26,82,1
5738,115,263413.79,8,452,9,9,1
5739,115,60325.80,2,524,25,25,0
5740,115,176703.27,9,502,22,22,1
5741,115,67227.39,3,589,35,48,0
5742,115,97002.06,4,438,6,6,0
5743,115,26652.79,2,701,23,68,0
5744,115,94560.12,5,550,29,33,0
5745,115,45902.09,4,733,25,77,0
5746,115,145489.35,8,536,28,28,0
5747,115,34268.44,2,545,29,30,0
5748,115,197539.76,6,514,24,24,0
5749,115,25933.86,3,588,33,46,0
5750,115,356339.06,8,780,24,86,1
5751,115,235319.56,5,644,31,56,0
5752,115,116649.80,6,450,7,7,0
5753,115,53883.38,3,669,31,64,0
5754,115,19370.01,2,436,5,5,0
5755,115,103494.32,5,477,15,15,0
5756,115,56440.56,2,533,27,27,0
5757,115,139396.32,7,588,33,46,0
5758,115,218652.42,8,745,27,79,1
5759,115,247524.60,9,486,19,19,1
5760,115,65630.08,3,461,11,11,0
5761,115,44575.87,2,686,26,65,0
5762,115,230138.88,7,538,29,29,1
5763,115,137250.60,4,494,21,21,0
5764,115,74355.76,4,576,31,41,0
5765,115,211533.89,8,713,24,73,0
5766,115,153926.60,6,424,0,0,0
5767,115,87826.57,6,762,27,83,0
5768,115,231761.97,8,428,1,1,1
5769,115,154912.79,6,553,31,35,0
5770,115,73622.59,3,770,25,84,0
5771,115,29518.88,2,559,30,37,0
5772,115,129337.08,7,721,25,75,0
5773,115,161796.65,8,771,26,85,0
5774,115,228088.61,8,627,29,52,0
5775,115,151554.31,3,706,25,71,0
5776,115,190749.80,4,577,32,42,0
5777,115,214755.94,8,428,1,1,0
5778,115,182545.48,7,550,29,33,0
5779,115,84910.48,3,612,30,51,0
5780,115,11942.85,2,571,31,39,0
5781,115,129061.68,5,640,30,55,0
5782,115,133567.50,5,687,27,66,0
5783,115,274680.64,8,755,27,81,0
5784,115,204739.30,9,579,34,44,0
5785,115,18192.47,2,511,23,23,0
5786,115,242969.72,7,703,25,70,0
5787,115,63205.88,3,646,32,58,0
5788,115,199087.79,9,483,18,18,1
5789,115,42390.91,3,652,32,59,0
5790,115,269710.70,9,527,26,26,0
5791,115,194268.30,9,655,33,61,0
5792,115,51355.47,5,645,31,57,0
5793,115,73093.06,3,662,32,62,0
5794,115,190708.60,8,594,36,49,1
5795,115,70400.78,3,572,31,40,0
5796,115,32598.01,2,481,16,16,0
5797,115,206796.25,5,545,29,30,0
5798,115,85452.29,2,488,20,20,0
5799,115,67326.66,2,428,1,1,0
5800,115,187965.91,9,636,29,54,1
5801,115,127696.88,5,631,30,53,0
5802,115,34182.17,3,435,4,4,0
5803,115,131217.94,5,665,33,63,0
5804,115,182429.67,7,702,24,69,0
5805,115,112784.27,6,474,13,13,0
5806,115,100650.89,5,783,24,87,0
5807,115,172722.61,6,577,32,42,0
5808,115,56689.28,4,751,27,80,0
5809,115,44044.67,2,706,25,71,0
5810,115,84810.86,2,481,16,16,0
5811,115,171969.40,5,466,12,12,0
5812,115,123048.88,4,475,14,14,0
5813,115,220207.73,9,740,26,78,1
5814,115,163737.62,4,695,26,67,0
5815,115,206964.58,9,556,31,36,0
5816,115,8668.56,2,585,33,45,0
5817,115,149616.40,5,715,24,74,0
5818,115,84543.97,8,605,31,50,0
5819,115,152091.72,9,653,33,60,0
5820,115,134053.50,6,548,31,32,0
5821,115,93483.23,8,729,25,76,0
5822,115,231615.39,8,451,8,8,0
5823,116,137868.76,4,768,24,52,0
5824,116,94423.67,5,770,24,53,1
5825,116,257221.42,8,722,24,41,0
5826,116,79295.29,3,583,15,15,0
5827,116,133498.01,8,764,23,50,1
5828,116,48950.90,2,687,24,37,0
5829,116,142884.97,6,668,25,33,0
5830,116,83930.48,5,618,20,20,0
5831,116,160425.65,5,863,26,72,0
5832,116,86768.24,2,793,24,58,0
5833,116,342244.24,9,635,23,26,0
5834,116,76408.70,5,595,16,16,0
5835,116,256686.88,8,792,22,56,0
5836,116,167112.34,9,619,22,22,1
5837,116,53284.84,5,820,25,64,0
5838,116,78305.26,2,767,23,51,0
5839,116,116117.74,3,663,24,31,0
5840,116,215935.40,6,811,25,63,0
5841,116,115760.27,6,654,22,29,0
5842,116,171301.83,8,742,22,45,1
5843,116,141419.85,8,784,23,55,0
5844,116,102143.73,4,799,22,59,0
5845,116,64165.96,3,667,24,32,0
5846,116,51577.25,5,618,20,20,0
5847,116,188556.95,7,556,9,9,0
5848,116,127999.92,3,779,24,54,0
5849,116,29592.58,4,792,22,56,0
5850,116,114619.59,3,744,23,46,0
5851,116,245161.59,8,611,18,18,1
5852,116,55598.38,4,677,26,36,0
5853,116,48292.69,2,692,24,38,0
5854,116,294891.96,9,801,24,61,1
5855,116,123628.26,6,840,27,68,0
5856,116,196453.17,7,645,23,27,1
5857,116,40392.00,2,548,8,8,0
5858,116,42596.91,5,625,24,24,0
5859,116,91816.24,4,532,6,6,0
5860,116,122206.71,4,749,22,47,0
5861,116,160219.06,4,576,14,14,0
5862,116,131125.17,4,514,2,2,0
5863,116,46533.11,2,609,17,17,0
5864,116,129527.07,5,808,24,62,0
5865,116,18156.28,2,861,26,71,0
5866,116,294390.57,7,508,0,0,0
5867,116,152459.50,7,566,12,12,0
5868,116,36129.93,2,560,10,10,0
5869,116,15351.28,2,740,21,44,0
5870,116,28330.66,3,799,22,59,0
5871,116,241697.61,8,841,28,69,1
5872,116,73688.94,2,624,23,23,0
5873,116,71425.51,3,571,13,13,0
5874,116,175118.68,8,713,23,39,0
5875,116,150101.15,5,758,21,48,0
5876,116,264771.37,8,509,1,1,0
5877,116,113486.62,3,520,3,3,0
5878,116,218724.53,5,563,11,11,0
5879,116,95915.11,2,719,23,40,0
5880,116,15066.54,2,648,23,28,0
5881,116,203853.51,8,833,27,66,1
5882,116,26920.54,2,856,27,70,0
5883,116,164903.94,7,676,26,35,1
5884,116,5483.34,2,832,26,65,0
5885,116,133708.19,6,545,7,7,0
5886,116,23741.40,2,834,27,67,0
5887,116,119427.96,7,674,25,34,0
5888,116,109670.43,6,525,4,4,0
5889,116,95977.30,7,737,23,43,0
5890,116,113512.49,8,613,19,19,0
5891,116,84772.52,4,632,23,25,0
5892,116,116946.09,5,726,25,42,0
5893,116,198471.26,8,760,22,49,1
5894,116,157597.59,8,529,5,5,1
5895,116,223476.90,7,660,23,30,0
5896,117,165467.28,7,956,8,8,1
5897,117,159325.26,7,1125,8,21,1
5898,117,11050.31,3,908,6,6,0
5899,117,95620.12,5,870,2,2,1
5900,117,148388.18,7,991,8,11,1
5901,117,198072.07,9,874,3,3,1
5902,117,249007.54,8,1128,9,22,1
5903,117,25196.65,3,1004,7,12,0
5904,117,51836.21,2,1016,8,14,0
5905,117,95932.94,4,1164,6,23,1
5906,117,215938.97,9,1096,9,19,1
5907,117,188402.39,8,845,1,1,1
5908,117,120618.07,6,1050,9,17,1
5909,117,129858.86,6,889,5,5,1
5910,117,184322.79,8,987,8,10,1
5911,117,134894.79,5,1079,8,18,1
5912,117,184196.08,3,883,4,4,0
5913,117,94115.42,3,1106,10,20,0
5914,117,103901.80,6,1042,8,16,1
5915,117,26886.24,2,1037,8,15,0
5916,117,78519.86,3,917,7,7,1
5917,117,103264.26,2,957,9,9,1
5918,117,158122.05,4,1009,8,13,0
5919,117,165096.04,5,842,0,0,1
5920,118,91777.72,4,1593,6,9,0
5921,118,59985.04,5,1321,0,0,0
5922,118,249047.62,9,1482,3,4,1
5923,118,30258.59,2,1472,1,2,0
5924,118,134190.82,5,1629,3,10,0
5925,118,108910.86,4,1511,7,8,0
5926,118,314179.10,9,1397,1,1,1
5927,118,248507.86,5,1486,4,5,0
5928,118,86122.97,5,1510,6,7,0
5929,118,145835.71,6,1493,5,6,0
5930,118,66057.27,5,1475,2,3,0
5931,118,72620.26,3,1641,2,11,0
5932,119,182421.23,6,1026,22,50,0
5933,119,109882.68,8,1016,21,45,0
5934,119,143277.32,4,905,26,26,0
5935,119,29264.52,2,1166,21,74,0
5936,119,105606.96,9,971,23,36,0
5937,119,159036.70,7,857,13,13,0
5938,119,130622.83,5,957,28,35,0
5939,119,166291.08,9,818,2,2,0
5940,119,76094.27,4,1022,25,49,0
5941,119,175770.98,7,816,0,0,0
5942,119,167423.36,7,910,29,29,0
5943,119,40224.36,5,848,11,11,0
5944,119,138594.87,5,1049,21,54,0
5945,119,45475.95,5,1055,23,56,0
5946,119,248117.43,8,988,24,39,0
5947,119,135953.46,7,818,2,2,0
5948,119,59982.54,3,902,24,24,0
5949,119,63065.82,2,820,4,4,0
5950,119,237500.31,8,919,31,31,0
5951,119,119199.25,8,889,19,19,0
5952,119,117867.06,5,844,9,9,0
5953,119,260671.77,7,890,20,20,0
5954,119,191330.47,6,944,28,33,0
5955,119,111335.47,5,849,12,12,0
5956,119,51411.86,2,893,21,21,0
5957,119,219455.65,6,817,1,1,0
5958,119,178603.22,6,895,23,23,0
5959,119,328498.73,9,1017,22,46,0
5960,119,282924.06,8,1048,20,53,0
5961,119,100562.74,2,979,24,38,0
5962,119,188582.81,5,824,5,5,0
5963,119,180915.90,6,912,30,30,0
5964,119,89118.66,4,996,23,41,0
5965,119,137245.88,8,995,22,40,0
5966,119,37519.32,2,1091,26,62,0
5967,119,93247.72,7,1142,17,66,0
5968,119,95799.56,4,1028,23,51,0
5969,119,28844.87,2,1018,24,48,0
5970,119,145857.47,4,1079,24,60,0
5971,119,235589.52,6,973,24,37,0
5972,119,111690.35,8,1056,24,57,0
5973,119,117749.57,6,1051,22,55,0
5974,119,202493.03,8,1061,26,59,0
5975,119,124814.28,5,842,7,7,0
5976,119,71036.67,6,870,15,15,0
5977,119,146829.44,9,1056,24,57,0
5978,119,187140.47,6,1132,20,64,0
5979,119,89080.76,6,1155,17,70,0
5980,119,53779.02,2,909,28,28,0
5981,119,43031.87,2,1017,22,46,0
5982,119,141549.67,5,870,15,15,0
5983,119,11992.81,2,843,8,8,0
5984,119,157133.87,5,1014,22,44,0
5985,119,50525.04,2,894,22,22,0
5986,119,119703.36,9,1160,18,71,0
5987,119,94241.85,5,832,6,6,0
5988,119,147017.00,4,1162,19,72,0
5989,119,202313.99,6,865,14,14,0
5990,119,59703.11,4,1033,21,52,0
5991,119,17942.40,3,902,24,24,0
5992,119,193668.44,8,877,18,18,0
5993,119,71146.69,4,1162,19,72,0
5994,119,122701.24,6,1150,16,68,0
5995,119,121738.40,6,1011,22,43,0
5996,119,45386.23,3,923,32,32,0
